Type,Number of Rooms,Number of Bathrooms,Area (sqft),Amenities Distance Avg (km),Parking Spaces,Age (years),Location,Crime Rate,Lower Status Population,Avg People in Building,Rent Price
Flat,1,1,236.868,7.2862,2,17.1,Noida,0.92,0.68,27.7679,17616.9765
Flat,4,3,674.083,6.2826,0,4.1,Mayur Vihar,1.69,9.28,43.6568,40267.0149
Flat,2,2,549.804,5.4023,0,19.1,Mayur Vihar,1.19,4.71,43.2584,26916.00084
Flat,3,2,864.152,4.5413,2,23.5,Gurgaon,1.85,0.35,5.8692,43216.20896
Flat,2,1,437.448,9.6245,0,8.9,Mayur Vihar,0.47,4.43,21.692,21528.57115
Flat,3,1,369.152,7.3778,0,24.7,Mayur Vihar,0.25,6.29,40.2614,25108.08207
Flat,4,3,545.527,11.6263,2,2.4,Saket,0.16,0.25,51.9272,44145.93434
PG,1,1,118.13,4.4765,0,2,Saket,1.13,7.68,54.1024,10646.74754
PG,1,1,129.336,12.2483,1,8.6,Dwarka,1.82,9.26,12.2206,10573.4914
Flat,1,1,139.528,2.5251,0,9.7,New Delhi,1.22,4.66,20.8816,11641.09531
Flat,3,3,688.469,6.0068,1,14.7,Noida,1.91,0.49,59.8778,37945.52621
PG,1,1,174.336,9.9579,2,11.1,New Delhi,1.54,1.51,21.2698,16422.88116
Flat,4,2,641.63,9.9692,1,20.5,Noida,0.54,5.13,15.5916,38821.00972
Flat,3,2,371.186,3.8421,1,3.7,New Delhi,1.72,2.54,26.7723,33570.77563
Flat,4,1,1167.188,14.5352,1,20.9,Greater Noida,0.82,1.74,25.6052,47452.58092
Flat,3,1,429.396,3.8631,0,2.1,Noida,0.69,7.41,38.7016,26920.65357
Flat,3,1,383.374,0.9536,0,12.8,New Delhi,0.32,9.74,48.8095,28285.63747
PG,1,1,147.635,4.4727,0,0.6,Gurgaon,1.52,9.08,25.6156,12314.25686
Flat,2,1,574.269,2.1703,1,5.4,New Delhi,1.45,5.59,26.5023,32878.96016
Flat,2,1,438.664,10.5759,2,10.6,Gurgaon,1.17,9.55,28.1548,26141.59471
Flat,2,2,444.834,9.9699,1,7.9,Faridabad,0.63,2.55,53.3559,27277.69558
Flat,3,1,577.786,4.8598,2,8.7,Noida,0.89,7.09,43.0255,34335.50326
Flat,3,1,582.004,9.2174,0,17,Faridabad,0.76,7,15.4986,28376.18041
Flat,4,1,1032.192,5.597,2,22.7,Noida,1.21,6.21,21.37,46279.93783
Flat,2,1,490.788,10.7714,2,11.9,Faridabad,1.24,7.09,28.2189,25230.48205
Flat,2,1,468.153,12.4392,2,21.9,Faridabad,0.82,7.94,16.6568,24190.29659
Flat,3,2,631.399,6.0168,2,16.5,Faridabad,1.38,9.21,8.7822,34349.87973
Flat,4,3,682.144,4.8708,0,24.6,New Delhi,1.48,3.67,30.9017,45173.00142
Flat,2,2,373.917,11.1683,2,0.7,New Delhi,1.37,7.9,19.3198,28895.66506
Flat,3,1,487.419,3.5507,1,25,Faridabad,0.9,1.9,31.7145,30344.72131
Flat,3,1,455.65,0.3607,0,12.7,Faridabad,1.12,9.29,44.1941,26517.62713
Flat,2,1,545.246,0.99,2,17.3,Greater Noida,0.21,9.9,4.9399,28556.81167
Flat,1,1,221.237,7.3026,1,9.8,Faridabad,1.82,0.44,33.5966,14495.62207
Flat,1,1,289.215,5.0913,0,19,New Delhi,1.4,7.24,15.944,14832.67453
Flat,3,3,643.568,2.5543,0,2.1,Faridabad,1.82,2.66,45.7343,35932.60316
Flat,2,2,380.994,9.5068,0,18.7,Gurgaon,0.59,2.89,24.5109,23320.5405
Flat,3,3,650.591,11.717,1,23.3,Noida,0.52,0.04,23.8945,37802.53776
Flat,1,1,215.366,3.0371,2,1.1,Gurgaon,1.35,3.26,9.5684,18421.31984
Flat,3,1,393.734,1.0261,1,14.4,Saket,0.73,2.45,29.1696,28755.53214
Flat,2,2,334.513,9.4781,1,12.7,New Delhi,1.83,6.95,37.0116,24092.29728
PG,1,1,,9.2332,,10.5,Gurgaon,,6.95,37.0123,
PG,1,1,140.106,13.9898,1,7.7,Greater Noida,0.54,6.44,29.4886,12407.32179
Flat,1,1,269.495,13.3933,1,24.6,New Delhi,1.16,7.1,58.1019,15358.65344
Flat,4,3,1185.945,4.3672,1,0.1,Gurgaon,1.05,5.52,26.8726,57430.41926
Flat,2,2,396.291,8.5803,0,21.8,Mayur Vihar,0.82,2.4,44.4931,23025.24798
Flat,2,2,341.382,7.7155,2,12.5,Saket,1.33,2.13,41.2194,25744.64464
Flat,1,1,261.178,7.9677,0,23.2,Vasant Kunj,1.49,5.77,3.875,10770.80301
Flat,4,4,887.577,13.7762,2,9.1,Mayur Vihar,1.51,5.67,13.7178,49076.61724
Flat,2,1,445.137,12.2117,0,24.9,Dwarka,1.83,0.15,53.9726,20321.31792
Flat,1,1,231.049,4.3604,0,16.8,New Delhi,1.23,2.96,26.8282,15468.52112
Flat,4,4,1027.638,3.7335,0,13.1,Faridabad,1.09,8.54,10.3658,48399.03076
Flat,2,1,555.917,3.9917,0,7.7,Saket,1.15,1.01,49.442,26121.95353
Flat,4,3,679.764,8.7128,1,5,Mayur Vihar,1.93,7.72,48.4075,40920.49365
Flat,2,1,443.444,6.9334,1,13.7,Dwarka,1.82,0.46,49.0128,25133.49408
Flat,4,3,863.105,5.0971,2,8.8,Greater Noida,1.58,8.04,25.5316,47391.11385
PG,1,1,109.717,2.3196,0,16.1,Faridabad,0.58,4.45,25.3775,10275.0312
PG,1,1,220.012,6.5028,0,15.4,Gurgaon,0.77,5.76,53.1156,13709.72213
Flat,2,1,297.7,1.8214,1,16.8,Gurgaon,0.96,0.88,30.0903,23574.23052
Flat,1,1,125.366,13.5598,1,1.9,Noida,0.02,4.84,30.7297,14952.19825
Flat,2,2,467.234,1.2455,2,23.2,Gurgaon,1.94,0.86,9.1328,27993.07225
Flat,4,4,1006.661,9.8218,1,3,New Delhi,1.54,4.24,25.4265,60154.7837
PG,1,1,236.471,12.0305,0,1.2,Noida,1.76,1.36,42.0582,14814.34615
Flat,3,3,382.669,7.5141,1,19.5,Noida,0.22,1.74,17.0011,31983.39778
Flat,4,1,588.358,13.8732,0,9.4,New Delhi,0.92,1.97,2.0543,37951.56084
PG,1,1,198.422,4.9609,0,12.3,Mayur Vihar,1.4,4.69,40.9599,12907.56852
Flat,2,1,532.523,13.8933,1,17.6,Saket,1.11,9.4,21.4254,23135.63666
Flat,4,4,865.847,11.9795,2,16.9,Vasant Kunj,1.01,4.77,57.9112,49515.97893
Flat,4,3,950.152,5.2077,2,25,Dwarka,1.11,6.99,1.0983,48106.91588
Flat,4,2,781.257,5.5994,1,10.7,Vasant Kunj,1.68,6.53,55.9492,43328.8824
PG,1,1,168.645,7.8451,0,21.5,Saket,0.55,0.87,14.3732,10687.95851
Flat,4,4,603.115,0.1693,0,15.4,Noida,0.21,7.85,43.1264,42296.66978
Flat,4,3,623.869,0.1298,1,15.7,Saket,1.03,0.55,6.3988,41309.01256
PG,1,1,106.886,6.3866,1,24.5,Vasant Kunj,1.06,6.77,13.7967,10104.78327
Flat,4,2,783.669,3.268,1,5.9,Greater Noida,0.71,3.72,46.8123,44397.3156
Flat,2,1,322.541,5.083,0,9.6,Noida,0.33,0.84,7.8138,21173.46119
Flat,1,1,183.924,6.3428,1,21.8,New Delhi,1.13,0.58,7.8227,14761.45761
Flat,3,3,399.087,3.8663,0,7.7,Gurgaon,1.35,7.29,7.5371,29765.35221
Flat,3,3,585.673,14.9134,1,13.7,Vasant Kunj,1.06,4.63,59.0266,34526.11568
Flat,3,1,693.455,1.5165,2,19.8,Faridabad,0.54,9.21,14.1056,34673.89515
PG,1,1,165.795,8.5555,1,15,New Delhi,1.04,3.81,44.7425,15618.69336
Flat,2,1,539.339,14.9791,2,4.8,Noida,0.05,4.88,48.2671,29087.21832
Flat,1,1,162.869,9.9518,1,24.2,Faridabad,0.4,6.07,10.0889,12030.24022
PG,1,1,221.854,6.4072,0,12.8,Faridabad,0.52,8.3,10.9015,11930.75873
Flat,1,1,255.864,12.7748,0,16,Vasant Kunj,0.29,1.99,58.8501,13563.44808
PG,1,1,209.43,10.0247,2,14,Mayur Vihar,1.76,6.58,29.8348,15271.31954
Flat,1,1,246.483,1.5274,2,4.8,Gurgaon,1.16,5.47,9.8942,17927.12446
Flat,2,2,523.399,1.6191,2,11.7,Dwarka,0.64,8.32,19.1789,29690.93384
Flat,2,1,463.109,1.606,2,16.2,Faridabad,1.27,4.7,1.8904,26710.00772
PG,1,1,223.496,1.6991,0,22.4,New Delhi,0.33,8.21,16.224,13472.04695
Flat,2,2,371.985,4.3062,2,13.5,Dwarka,1.54,2.54,38.6052,27062.85888
Flat,4,2,1026.499,14.6644,2,10,Noida,1.32,8.89,38.9426,49414.23553
Flat,4,1,883.421,12.5174,1,23.7,Vasant Kunj,0.13,0.42,9.0096,42811.55331
Flat,2,1,343.817,1.6102,1,23.1,Saket,1.38,7.85,55.4883,21940.06454
Flat,2,1,443.184,1.1556,2,6.1,Vasant Kunj,1.4,5.04,32.506,26211.28492
PG,1,1,141.164,5.6553,2,20.5,New Delhi,0.53,3.43,6.1557,15264.57334
Flat,2,2,482.449,13.8977,0,24.2,New Delhi,1.29,6.09,42.098,26130.39474
Flat,3,1,405.121,1.2281,2,12.2,Vasant Kunj,0.39,3.64,29.7194,31866.4869
Flat,1,1,181.569,10.454,1,5.4,Vasant Kunj,1.48,9.53,40.6528,12237.10199
Flat,3,3,473.178,6.2533,0,7.2,Noida,0.29,0.41,37.6118,33106.8113
Flat,4,3,1003.223,7.7224,0,5.6,Noida,1.06,7.75,44.9555,47301.48157
Flat,1,1,227.681,12.5407,2,15.8,Saket,0.03,7.45,17.4004,15347.09554
Flat,2,1,461.075,8.3362,0,24.6,Saket,0.79,5.45,25.2874,20333.59506
Flat,2,1,422.554,1.6409,1,23.5,Greater Noida,0.64,4.08,46.9277,24834.37287
Flat,4,1,864.669,5.4469,0,10,Dwarka,2,7.43,17.5327,39733.90272
Flat,4,3,543.012,10.5794,1,20.9,New Delhi,1.92,6.15,35.7269,41675.01793
PG,1,1,142.53,14.8265,1,13.7,Greater Noida,0.88,3.84,31.6556,11793.61665
PG,1,1,225.677,11.3968,2,11.3,Faridabad,0.33,7.64,5.32,15476.43091
Flat,4,4,926.125,4.0882,2,23.8,Gurgaon,2,0.92,52.4633,54859.74264
PG,1,1,154.862,1.5347,0,18.4,Mayur Vihar,0.94,9.38,1.3903,10137.07732
Flat,1,,261.178,,0,23.2,Vasant Kunj,,5.77,3.875,
Flat,3,1,542.584,8.318,1,24.9,Noida,2,4.88,9.5386,27660.67292
Flat,4,3,880.687,2.7646,2,15.7,Faridabad,1.39,7.15,7.3011,46392.7897
Flat,4,2,1142.072,4.3058,1,15,Noida,0.22,6.45,57.8293,50659.76168
Flat,4,4,542.269,10.8113,2,22.1,Noida,1.38,6.93,24.4373,41907.30604
Flat,3,1,574.511,14.5128,2,21.7,New Delhi,0.58,8.78,23.0932,35717.93224
Flat,4,1,969.419,9.239,1,23.6,Vasant Kunj,1.5,2.97,28.3945,43259.73222
Flat,4,3,1122.091,4.9988,1,0.4,Dwarka,1.8,4.65,51.9491,52627.7102
Flat,1,1,219.531,13.5945,0,18.3,Gurgaon,1.17,9.69,39.4745,12107.42946
PG,1,1,124.662,13.2416,1,19.1,Vasant Kunj,0.69,1.04,24.5369,11704.8837
Flat,4,2,818.611,2.3724,0,3.5,Greater Noida,1.77,0.01,3.6339,41281.13516
Flat,2,2,438.047,4.6585,1,2.3,New Delhi,0.25,5.41,7.6919,30690.16876
Flat,4,3,526.692,9.1842,1,20.5,Faridabad,1.97,7.14,45.053,37681.16862
PG,1,1,207.024,4.4788,2,4.7,New Delhi,1.4,0.55,34.743,20463.0191
Flat,2,2,597.16,11.3225,0,5.2,Mayur Vihar,1.17,0.56,37.4792,29612.78299
PG,1,1,123.92,12.7701,2,7.8,Vasant Kunj,1.34,2.98,41.2791,14239.54378
PG,1,1,158.892,4.3832,1,10.1,Gurgaon,1.01,8.65,19.6072,14129.31739
Flat,2,1,576.411,12.4471,1,21.3,Vasant Kunj,0.05,7.7,46.7365,25576.40963
Flat,4,2,582.644,2.9082,2,7.3,Dwarka,1.57,2.52,14.0164,41469.47899
Flat,4,2,1059.835,7.679,2,19,Gurgaon,1.38,4.47,2.0951,52852.99209
Flat,3,1,409.878,11.3513,1,15.3,Dwarka,1.16,6.84,18.9235,25471.19542
Flat,3,1,742.523,7.6834,1,24.4,Greater Noida,0.72,1.78,23.7217,34194.85007
Flat,4,2,1176.977,9.6425,0,8,Faridabad,1.12,0.05,6.7922,49106.011
Flat,4,4,793.209,3.5109,2,22.8,Dwarka,0.51,9.12,54.7296,48791.76487
Flat,1,1,155.455,12.5679,1,19.6,Gurgaon,1.67,7.44,22.2398,11617.34727
Flat,1,1,129.69,3.2221,1,16.7,Dwarka,1.6,7.24,11.7487,10504.70404
Flat,4,1,505.332,5.339,0,20.6,New Delhi,0.79,7.14,33.0419,36043.87667
PG,1,1,243.405,2.244,0,16.2,Faridabad,1.06,8.07,57.8513,13930.23006
Flat,1,1,255.31,6.8838,2,0.5,New Delhi,1.67,9.54,12.3973,19067.95813
Flat,3,2,638.786,4.4887,1,19.3,Gurgaon,1.9,1.78,14.9334,34921.83176
Flat,4,1,675.695,1.4644,2,17.2,Vasant Kunj,1.11,4.65,38.2996,40819.93866
Flat,2,2,518.785,0.8837,2,14.2,Faridabad,0.54,1.92,11.4235,31510.0706
Flat,2,1,429.119,4.1771,0,5.5,Saket,0.24,0.7,47.5849,25195.51896
Flat,4,3,1147.46,7.3454,2,17.5,Dwarka,0.59,6.73,37.2507,53443.41682
PG,1,1,101.147,1.8065,0,5.9,Vasant Kunj,1.42,5.04,25.1668,11296.96152
Flat,4,4,1103.655,5.2803,0,24.6,Mayur Vihar,0.47,9.17,33.1129,50343.42059
Flat,3,3,667.355,5.1295,2,15,Greater Noida,0.36,0.2,7.3587,40201.41434
Flat,3,1,625.634,3.0442,2,13.2,New Delhi,0.31,1.76,50.1045,41912.83849
Flat,1,1,283.667,6.759,1,1.8,Mayur Vihar,1.88,5.82,56.5452,17361.71248
PG,1,1,146.946,10.4243,0,14.7,Faridabad,0.92,5.42,35.3777,10963.94242
Flat,4,3,1129.478,5.8568,0,8.3,Greater Noida,0.94,6.95,29.2504,50958.96783
Flat,4,1,931.594,7.1907,2,12.7,Faridabad,0.41,6.7,41.0381,46647.79872
Flat,4,4,658.677,1.4064,0,23.2,Gurgaon,0.98,2.46,50.1773,44112.22225
PG,1,1,127.947,12.8661,0,15.2,Gurgaon,0.58,0.97,38.9145,12077.00598
PG,1,1,171.644,10.6458,2,3.4,Faridabad,0.28,6.5,12.7439,15839.61455
Flat,4,4,574.104,0.7555,1,20.9,Mayur Vihar,1.87,2.01,2.7908,41695.64084
Flat,3,1,764.487,3.2166,1,22.6,Mayur Vihar,0.02,6.22,15.7741,34524.86764
Flat,1,1,270.376,7.0904,0,2.1,Vasant Kunj,1.1,6.75,14.5379,14767.78371
Flat,3,1,717.759,9.114,2,4.5,Noida,0.03,9.71,26.2555,37690.24448
PG,1,1,204.954,2.0188,2,7.7,Saket,1.52,1.79,26.8825,16816.68033
Flat,1,2,433.324,,1,3.9,,1.43,2.32,12.1234,12321.32
,1,1,201.233,,2,,Gurgaon,1.97,1.5,27.0842,
Flat,1,1,196.126,5.2854,1,5.8,Gurgaon,1.79,0.48,23.0704,15324.22576
Flat,3,3,686.363,10.6839,1,6.5,Noida,1.78,6.91,20.5583,36189.17183
Flat,1,1,230.854,10.6826,1,3.1,Vasant Kunj,0.97,3.35,59.4897,15637.03093
Flat,3,2,876.978,4.827,0,4.5,Gurgaon,0.66,9.37,41.4137,40725.46225
Flat,3,2,578.797,2.8915,2,17.2,Vasant Kunj,1.06,0.88,50.5069,36562.81387
Flat,4,4,843.786,5.2653,2,10.5,Gurgaon,0.74,1.18,5.3826,53198.83643
Flat,3,3,629.276,5.4158,2,6.9,Mayur Vihar,1.74,0.83,8.5777,38613.2038
Flat,2,2,541.254,13.2019,1,17.1,Gurgaon,0.95,2.32,52.6208,29853.0801
Flat,2,2,598.655,2.2823,2,12.8,New Delhi,0.1,6.77,9.0803,37261.50177
Flat,4,3,1025.803,4.8823,2,6.4,New Delhi,1.07,5.53,25.2982,60531.16396
Flat,4,1,776.044,11.3932,2,3.2,Mayur Vihar,0.12,0.08,35.341,44575.08164
PG,1,1,194.62,6.2654,2,3.8,New Delhi,1.27,8.18,59.016,18478.51184
Flat,3,3,730.839,9.3492,2,15.9,Dwarka,0.22,4.71,38.5697,41223.86569
Flat,3,3,511.773,5.0894,1,14.2,Mayur Vihar,0.58,2.66,29.8842,34171.47406
Flat,3,2,482.001,11.7499,1,15.2,Faridabad,0.14,6.53,50.5513,31984.51928
PG,1,1,234.235,9.1567,0,7.1,Vasant Kunj,0.54,7.35,42.0152,14563.31999
PG,1,1,134.088,10.9335,1,22.3,New Delhi,1.1,7.83,42.6075,11731.12488
Flat,4,4,806.864,14.2744,0,20.8,Dwarka,1.91,4.05,50.5688,42882.7953
Flat,1,1,298.698,0.4114,2,17.9,Noida,0.16,0.62,25.7457,19518.3367
Flat,1,1,175.625,0.8457,0,21.3,Gurgaon,0.62,2.38,58.2743,14019.72641
Flat,4,2,712.161,3.409,0,13.4,Vasant Kunj,1.83,0.48,31.5531,40019.44626
Flat,1,1,243.377,13.1981,1,22.9,Faridabad,0.3,8.82,12.3325,12670.93638
Flat,3,3,424.569,2.3732,2,8.1,Mayur Vihar,0.03,7.98,19.3599,35507.34076
Flat,3,1,573.441,5.0658,1,1.6,Dwarka,1.28,0.57,57.6014,33532.62965
Flat,3,1,448.888,12.1835,2,21.4,Mayur Vihar,0.6,6.41,27.551,29599.82458
Flat,2,1,390.885,4.1059,2,3.4,Gurgaon,1.74,1,50.8592,27553.37778
Flat,4,1,829.65,11.7631,2,0.3,Greater Noida,0.75,3.19,24.5871,44611.12205
Flat,2,2,417.685,4.6995,2,17.9,New Delhi,0.59,6.48,22.8154,30282.30707
Flat,1,1,291.815,1.4804,1,15.4,Noida,1.54,4.06,39.6497,16587.05216
Flat,4,1,1162.896,10.9747,0,4.2,Noida,1.21,0.3,21.2144,46994.15439
PG,1,1,110.949,8.0981,2,7.9,Mayur Vihar,0.68,1.32,26.2724,14825.51611
Flat,2,2,390.846,2.8766,2,1.2,New Delhi,1.97,2.87,45.9262,30554.42498
Flat,2,2,377.341,3.0931,0,16.6,Saket,0.13,3.91,13.4901,22907.77054
Flat,2,2,303.952,5.539,1,19.1,Faridabad,0.11,4.07,57.4951,23578.22242
PG,1,1,206.605,5.0527,1,12.1,Dwarka,1.03,6.15,53.5018,13918.98583
Flat,1,1,208.306,2.1204,1,13,Mayur Vihar,0.2,0.09,28.1548,16678.18719
Flat,2,2,394.648,0.3321,0,11.3,Saket,0.72,6.24,59.2907,24926.41029
PG,1,1,208.485,8.147,1,9.5,Noida,1.43,9.02,54.9241,13288.45856
Flat,2,1,489.577,8.4699,2,2,Greater Noida,0.23,2.07,32.2606,29501.23188
PG,1,1,134.507,11.5741,0,7.9,New Delhi,1.52,4.13,17.4651,11834.1603
Flat,2,1,566.42,13.6842,2,21.9,Faridabad,0.86,7.31,7.9103,26197.87171
PG,1,1,173.261,7.2636,0,21.7,Saket,0.73,6.45,52.544,10639.02332
PG,1,1,220.056,1.0701,0,18.8,Vasant Kunj,1.51,3.95,27.9516,12580.58649
Flat,1,1,212.38,7.3208,0,22.1,Faridabad,0.98,3.43,54.6836,13031.08366
Flat,1,1,232.907,11.2015,0,15.7,New Delhi,1.95,5.16,1.4975,12853.60988
Flat,2,1,352.206,4.7037,0,17.5,Mayur Vihar,0.65,6.02,48.1926,21026.10822
Flat,2,1,415.396,10.8009,2,3.3,Greater Noida,1.01,2.07,24.0889,26782.80017
Flat,1,1,228.48,8.3021,2,14.8,Noida,1.87,8.14,10.4211,14512.45321
Flat,1,1,252.66,14.7594,0,23.5,New Delhi,1.39,5.01,19.3051,11925.94108
Flat,2,1,526.452,11.2595,2,18.1,Noida,1.55,9.86,32.9331,25476.53225
Flat,3,2,874.421,6.5363,1,9.2,Vasant Kunj,1.6,5.55,30.7671,39329.8318
PG,1,1,107.608,3.3646,1,4.9,Dwarka,0.74,4.84,16.8485,12630.53218
Flat,1,1,226.414,8.5313,0,4.9,Gurgaon,0.32,5.76,7.9516,13236.43001
Flat,4,2,1152.12,13.3186,2,19.4,Vasant Kunj,0.83,3.74,43.4143,51528.21905
Flat,3,3,808.563,1.7335,2,20.8,Gurgaon,0.94,2.85,31.8981,44310.34116
Flat,1,1,170.335,10.7089,2,23,Saket,1.47,0.99,17.5566,13436.98023
Flat,4,3,586.153,6.4509,0,24.7,New Delhi,0.81,4.65,4.2931,41219.21989
PG,1,1,156.484,9.1242,0,6.1,Vasant Kunj,0.22,1.14,44.3133,14535.41734
PG,1,1,104.877,12.6313,1,7.4,Greater Noida,1.49,8.87,34.1739,11158.33521
Flat,4,1,597.107,2.6783,1,0.8,Faridabad,0.07,1.41,37.8054,40450.87141
PG,1,1,101.797,12.903,2,13.9,Dwarka,0.78,1.96,47.0217,14233.46795
PG,1,1,224.874,11.3474,0,21.5,Dwarka,1.32,6.53,9.08,9546.243636
Flat,4,1,551.195,3.542,1,24.2,Saket,1.25,8.06,46.279,34157.98881
Flat,3,1,640.539,13.506,1,17.6,Faridabad,0.08,7.18,35.3722,33333.45995
PG,1,1,170.593,4.7356,0,7,Saket,0.41,7.16,5.3134,11344.13994
Flat,1,1,277.885,11.4225,2,6.5,Noida,0.83,0.53,6.1291,18147.03635
Flat,1,1,175.565,10.574,0,20.5,Faridabad,0.43,8.05,58.62,10497.32671
Flat,2,2,480.19,3.1361,0,23.8,Faridabad,0.45,8.89,26.1986,24026.8564
Flat,4,2,689.057,4.6265,1,5.4,Vasant Kunj,0.46,7.58,26.5768,40832.8228
PG,1,1,150.908,0.7125,2,17.5,Dwarka,1.76,9.83,52.6278,14730.68982
Flat,2,2,435.842,7.7304,2,20.9,Faridabad,0.98,0.26,40.8381,27814.12533
PG,1,1,125.383,6.9493,1,12.7,Saket,0.9,4.56,19.7808,12959.91621
Flat,1,1,235.474,2.1229,0,12,Dwarka,1.93,3.8,31.4889,13731.77558
Flat,4,2,817.633,5.1868,0,16.5,Dwarka,1.13,2.27,2.0543,40617.98288
Flat,4,4,705.491,2.5134,0,15.3,Gurgaon,1.73,2.87,20.8635,43591.93426
PG,1,1,235.916,3.2891,1,2.6,New Delhi,1.19,0.16,44.2524,18723.34444
Flat,4,4,673.596,11.3024,0,17.3,Faridabad,0.68,2.06,47.5073,43179.94619
Flat,4,2,963.511,5.1658,1,12.6,Faridabad,0.16,5.36,12.4148,47986.5299
Flat,4,4,658.218,4.9856,1,8.8,Noida,0.53,0.38,7.4549,45138.47759
Flat,1,1,216.87,10.2218,0,10.1,Mayur Vihar,1.76,6.43,50.9543,12101.90265
Flat,2,1,493.071,13.1145,1,3.8,New Delhi,1.85,9.45,30.111,28542.57313
Flat,1,1,204.075,2.4259,0,16.3,Faridabad,1.13,3.52,49.1029,13278.06462
Flat,4,3,704.608,8.0357,0,5.3,Dwarka,1.51,0.28,54.2182,41857.01575
Flat,3,3,807.94,4.4795,1,10.9,Saket,0.39,5.24,18.5921,41018.81731
Flat,2,2,462.949,3.6897,0,19,Dwarka,0.63,3.31,16.7683,23862.29059
Flat,3,2,418.442,2.7316,1,19.5,Saket,1.55,4.88,51.8817,29826.17305
Flat,3,3,751.088,12.1395,2,7.4,Saket,0.62,2.55,27.8324,41177.72426
Flat,3,2,631.133,2.049,1,23.9,New Delhi,1.38,6.6,36.9192,39305.19575
Flat,2,2,390.169,0.6735,0,2.8,Noida,0.46,8.15,19.6471,24411.20179
Flat,3,1,587.652,3.0448,0,23.2,Noida,1.39,5.99,10.0426,28806.31277
Flat,1,1,193.495,2.2814,0,20.8,Greater Noida,0.5,8.92,40.9541,11251.28022
PG,1,1,170.928,12.1135,2,2.8,Greater Noida,1.18,3.06,59.2001,17300.80575
Flat,1,1,179.069,6.5745,2,6.5,New Delhi,0.71,4.23,21.4377,17218.40148
Flat,4,1,1171.204,5.2553,1,9.7,Dwarka,0.34,2.73,35.5601,50360.38801
PG,1,1,180.386,12.2564,0,0.5,Gurgaon,0.23,4.06,6.4672,12550.80784
PG,1,1,234.912,6.6024,2,3.1,Gurgaon,1.63,2.57,36.1348,17987.38446
Flat,4,3,1060.903,4.4073,2,24.5,Faridabad,0.98,6.04,53.579,51654.74062
Flat,1,1,224.716,13.9947,1,12.2,Mayur Vihar,1.42,0.21,8.8632,14738.73542
Flat,4,4,927.055,9.1335,0,5.8,Noida,0.88,3.42,11.2391,48363.43299
Flat,4,4,690.38,11.7808,1,14.4,Vasant Kunj,1.28,8.62,49.3673,43434.11494
PG,1,1,108.145,4.0021,1,1.9,Faridabad,0.76,4.34,7.0743,14095.86052
Flat,3,2,560.636,1.2381,0,8.8,Greater Noida,0.35,7.23,26.6264,33067.63758
Flat,4,3,842.924,14.6131,1,23.5,Saket,1.71,2.63,58.9045,44716.1403
Flat,3,2,526.654,6.3956,0,0,Gurgaon,0.35,4.66,15.3107,33822.38372
PG,1,1,133.615,1.5588,2,6.5,Dwarka,0.51,2.75,29.0623,17561.73168
Flat,2,1,501.329,14.9871,2,8.4,Greater Noida,0.17,0.98,23.9798,28658.13265
PG,1,1,175.463,1.1106,2,15.9,Greater Noida,0.84,9.09,41.3563,15280.84216
Flat,3,3,524.561,12.9719,0,8.1,Vasant Kunj,1.14,5.18,57.974,33628.42538
Flat,3,1,633.656,8.5982,0,8.4,Gurgaon,1.96,1.35,57.6087,32883.52948
Flat,2,2,393.621,7.5784,1,21.2,Greater Noida,0.29,7.25,29.2387,23648.98082
Flat,1,1,194.797,12.8063,2,9.3,Greater Noida,1.46,7.47,15.3634,14680.14569
Flat,1,1,194.418,4.099,0,1.3,New Delhi,0.89,5.28,30.5689,14821.09966
PG,1,1,112.324,5.3301,0,18.1,Gurgaon,0.68,2.41,1.1219,9389.203449
Flat,1,1,139.521,7.7719,1,14.1,Gurgaon,0.95,0.51,42.1632,15225.35273
Flat,3,2,739.185,8.0461,0,18.3,Gurgaon,0.41,9.94,57.1783,37134.47401
Flat,3,2,761.886,7.4669,0,6.1,Saket,1.28,0.82,57.1115,38005.26161
PG,1,1,149.981,0.5707,2,0.5,Gurgaon,0.94,1.83,57.0153,18247.67486
Flat,2,1,319.768,4.3123,2,6.7,New Delhi,0.41,5.38,56.9227,27985.19761
Flat,1,1,290.609,4.7449,2,23.6,New Delhi,1.34,9.45,49.4583,18995.55134
PG,1,1,246.422,14.9619,0,1.1,Vasant Kunj,1.25,3.73,46.5618,14754.89675
PG,1,1,119.567,3.7432,2,7.5,Dwarka,0.32,0.25,27.9855,17420.91498
Flat,3,1,455.917,12.1101,0,12.3,Noida,1.66,8.82,21.1011,25545.74669
Flat,2,2,576.726,2.7949,0,4.6,Gurgaon,0.91,7.26,50.6662,29839.49092
Flat,4,1,823.036,2.2893,1,19.3,Gurgaon,1.72,9.3,35.5085,41760.05607
PG,1,1,112.505,10.0729,0,12,Noida,0.35,3.74,49.2381,12059.54789
PG,1,1,102.711,5.1282,2,10.9,Vasant Kunj,1.52,8.63,23.5278,12344.59338
Flat,2,1,492.511,10.8699,0,18.1,Mayur Vihar,1.7,9.74,54.63,20411.64418
PG,1,1,223.153,2.3765,1,24,New Delhi,1.46,2.05,2.1068,15331.02039
PG,1,1,152.864,14.0658,1,5.2,Saket,1.58,2.16,57.4066,14724.61815
Flat,1,1,299.179,6.3002,1,5.7,Gurgaon,1.07,3.21,14.5897,18506.05732
